id,title,description_long,category_id,subcategory_id,tags,weight,price,image
01079,Новинка Приднестровья,"79.Новинка Приднестровья.Средне - спелый универсальный сорт открытого грунта . От всходов до первого сбора 120-135 дней (период плодоношения 55-68 дней). Урожайность высокая, с дружным созреванием урожая. Растение компактное,средне ветвистое, высотой 40-80см. Плод удлиненно-сливовидный, мясистый, гладкий с гранями, красный, 2-3 гнездный, массой 60 г, отличного вкуса 17:16",1,,сорт,60,,p_01079_1.jpg
19080,Новичок,"80. Новичок.Среднеранний сорт универсальный для открытого грунта используется в свежем виде, цельно плодного консервирования и приготовления томато- продуктов. От всходов до созревания 110-127 дней. Плоды дружно созревают. В кисти 5-6плодов. Плод сливо видный, массой 70-150 г, отличаются высокими вкусовыми и товарными качествами 17:23 81 Новичок. .Среднеранний сорт универсальный для открытого грунта используется в свежем виде,цельно плодного консервирования и приготовления томато- продуктов. От всходов до созревания 110-127 дней. Плоды дружно созревают. В кисти 5-6плодов. Плод сливо видный, массой 70-150 г, отличаются высокими вкусовыми и товарными качествами 17:28 82 Нота.Сорт скороспелый, дружное созревание плодов начинается через 103-106 дней после появления всходов.Растение низкорослое. Плоды округлые, плотные, гладкие,красные, массой 95-110 г. Вкусовые качества хорошие.Транспортабельные. Ценится за хорошую завязываемость плодов при неблагоприятных условиях. 17:36",19,,сорт,70-150,,p_19080_1.jpg
01083,Ранний 83,83. Ранний,1,,,,,p_01083_1.jpg
01084,Ранний 83,84. Ранний,1,,,,,p_01084_1.jpg
19085,Рио- Гранде,"85. Рио- Гранде. Раннеспелый, среднерослый сорт. Плоды плотные, красные, удлиненной формы, хороши в лежке, транспортабельные. Масса 80-100 г. Пригодны для потребления в свежем виде,консервирования, изготовления томатопродуктов, засолки 18:29",19,,ранній;сорт,80-100,,p_19085_1.jpg
21086,Сан- марцано,"86. Сан- марцано.Среднеранний сорт. Период вегетации от всходов до технической спелости 110-115 дней. Растение низкорослое, высотой 40-60см. Плоды интенсивно-красного цвета, удлиненно-цилиндрической формы, мясистые, массой 100-130г, хороших вкусовых качеств 18:37",21,,сорт,100-130,,p_21086_1.jpg
01087,Рио- Фуего,"87.Рио- Фуего.Раннеспелый сорт, от всходов до созревания – 110-115 дней. Предназначен для выращивания в открытом грунте и в пленочных теплицах. Плоды овально-округлые,красные, массой 100-110 г, плотные, с высоким содержанием сухих веществ. Устойчив к фузариозу, альтернариозу, Пригоден для потребления в свежем виде, засолки и консервировании М 18:58 Мама",1,,ранній;сорт,100-110,,p_01087_1.jpg
01088,Рома VFN,"88. Рома VFN. Среднеранний, детерминантный сорт. Вегетационный период от высадки рассады досбора урожая 75-80 дней. Плоды грушевидной формы, массой 60-70гр интенсивно-красные,транспортабельные, с высокими вкусовыми качествами, пригодны для потребления в свежем виде и переработки 19:12",1,,сорт,60-70,,p_01088_1.jpg
21089,Рома VFN,"89. Рома VFN. Среднеранний детерминантный сорт. Вегетационный период от высадки рассады 75-80 дней.Плоды грушевидной формы массой 70 гр. интенсивно красного цвета,транспортабельные. Вкусовые качества высокие. 19:15",21,,сорт,70,,p_21089_1.jpg
01090,Самый ранний,"90. Самый ранний.Супер -скороспелый сорт. Растение высотой до 60 см, сильное, хорошо облиственное. Плоды круглые и плоско-округлые, весом 120-150г, хороших вкусовых качеств, стойкие крастрескиванию. Сорт также устойчив к пониженным температурам. Рекомендуется для выращивания в открытом грунте и пленочных укрытиях. 19:21",1,,сорт,120-150,,p_01090_1.jpg
01091,Санька,"91. Санька.Сорт сверхранний (85 дней), высокоурожайный. Плоды красные, плотные, массой 120-150г, без зеленого пятна у плодоножки, отличного вкуса и лежкости. Используют в свежем виде, для переработки, цельноплодного консервирования. На рассаду высевают в начале марта. На постоянное место высаживают во второй декаде мая 19:27",1,,високоврожайний;сорт,120-150,,p_01091_1.jpg
01092,Санька,"92. Санька. Сорт сверх ранний(85-90дней), высокоурожайный. Плоды красные,плотные, массой120-150гр без зеленого пятна у плодоножки отличный вкус и лежкость. Используется в свежем виде и во всех видах переработок. М 19:49 Мама",1,,високоврожайний;сорт,120-150,,p_01092_1.jpg
01093,Союз 8 F1,93. Союз 8 F,1,,,,,p_01093_1.jpg
01094,Супер стрейн,"94. Супер стрейн. Сорт голландской селекции очень ранний ,куст компактный не нуждается в пасынковании. Плоды округло удлиненные с ярко красным окрасом весом 90-140гр, прекрасен в свежем виде и в соусах так как сруктура мякоти плотная и нежная.. 20:05",1,,сорт,90-140,,p_01094_1.jpg
19095,Этот томат  средних сроков созревания  растение компактное плоды плоскоокруглые массой 90-150гр,95. Этот томат средних сроков созревания растение компактное плоды плоскоокруглые массой 90-150гр,19,,,90-150,,p_19095_1.jpg
01096,Факел,"96. Факел. Среднеспелый сорт, плоды созревают на 112-127 день после появления всходов. Растение компактное, высотой 33-56 см. Плоды округлые, гладкие, красные, массой 60-90 г, число гнезд 4-",1,,середній;сорт,60-90,,p_01096_1.jpg
01097,Факел,"97. Факел. Среднеспелый сорт,плоды созревают на 112-127 день после появления всходов. Растение компактное 33-56 см. Плоды округлые,красные,сладкие массой 60-90 гр. Вкусовые качества хорошие. Сорт ценится за высокую урожайность и дружное созревание. Используется для потребления в свежем виде,изготовлении соков, пасты а также для засолки М 21:59 Мама",1,,середній;сорт,60-90,,p_01097_1.jpg
01098,Долгохранящийся,"98. Долгохранящийся. Среднепоздний сорт ,среднерослый пригоден для выращивания в открытом грунте , влаго- устойчив не боится перепадов температур. Плоды плотные ,округло плоские, с плотной кожурой масса плода достигает от 120до 300гр ,окрас плода алый с оранжевым отливом.Собранные в октябре плоды могут хранится до нового года и более. 22:04",1,,сорт,300,,p_01098_1.jpg
19099,Президент,"99.Президент.Ранний,высокоурожайный гибрид. Созревает через 68-70 дней после высадки рассады.Растение мощное. Плоды плоскоокруглые, массой 200-220 г, плотные,транспортабельные, отличных вкусовых качеств. Предназначены для потребления в свежем виде и переработки, особенно вкусно на томатный сок. М 22:28 Мама",19,,високоврожайний;гібрид,200-220,,p_19099_1.jpg
33100,Бедуин,"100. Бедуин. Средне-спелый высокорослый индетерминантного типа,салатно -консервный сорт. Плоды грушевидной формы,весом от 90 до 110гр.Окраска зрелого плода буровато -коричневая. Очень вкусный сорт. VG 22:35 Vladimir Gogunsky 🙂 М 22:36 Мама Ага 100 VG 22:37 Vladimir Gogunsky 👍 М 22:37 Мама Завтра начну огурцы. 22:39 Все отдыхаю . Пока ,пока. VG 22:44 Vladimir Gogunsky Спокойной ночи М 22:47 Мама И вам спокойной ночи. 17 October 2020 М 09:36 Мама",33,,сорт;смачний,110,,p_33100_1.jpg
01101,Аист,"101. Аист. Среднеспелый сорт. Длинна основного стебля 2,20-2,.50 м. Разветвленность умеренная,длинна зеленца 12-15с . зеленец темно-зеленый со слабо выраженными светлыми полосками пчело-,опыляемый, хрустящий , без горечи. М 10:01 Мама",1,,середній;сорт,,,p_01101_1.jpg
01102,Алексеич F1,102. Алексеич F,1,,,,,p_01102_1.jpg
01103,Аладин F1,103.Аладин F,1,,,,,p_01103_1.jpg
01104,Амур F1,104. Амур F,1,,,,,p_01104_1.jpg
01106,Анулька F1,106. Анулька F,1,,,,,p_01106_1.jpg
01107,Астерикс F1,107.Астерикс F,1,,,,,p_01107_1.jpg
01108,Атлантис F1,108.Атлантис F,1,,,,,p_01108_1.jpg
01109,Аякс F1,109. Аякс F,1,,,,,p_01109_1.jpg
01110,Береговой,"110. Береговой.Среднеранний пчело- опыляемый сорт открытого грунта. Предназначен для засола и консервирования. Вплодоношение вступает на 47-51 день от всходов. Длина главного стебля 1,6-2,3 м. Плод длиной 10-12 см,диаметром 3-4 см, массой около 100 г, отличного вкуса. Сорт устойчив к ложной мучнистой росе. 15:09",1,,сорт,100,,p_01110_1.jpg
21111,Белый ангел,"111. Белый ангел.Среднеранний гибрид. Вегетационный период от всходов до массового плодоношения 50-55 дней. Плоды крупные, кремово-белой окраски, удлиненно-овальной формы, длиной 18-20см, хороших вкусовых качеств.Гибрид отличается необыкновенным цветом плодов. 15:20",21,,гібрид,,,p_21111_1.jpg
01112,БригадныйF1,112. БригадныйF,1,,,,,p_01112_1.jpg
01113,Беляевский,"113.Беляевский.Создан для выращивания в закрытом грунте, в частности в весенний и весенне- летний периоды в пленочных теплицах. Кроме того, его можно эффективновыращивать в открытом грунте с использованием общепринятых технологий. Плодам этого гибрида присущи высокие товарные качества. 15:52",1,,гібрид,,,p_01113_1.jpg
21114,Бочковий,"114. Бочковий.Среднеспелый (53-57 дней), пчелоопыляемый сорт для открытого грунта. Растение сильнорослое,плетистое, со смешанным цветением. Зеленцы крупнобугорчатые, ярко-зелёные с восковым налётом,длиной 11-13 см, плотные, хрустящие. М 16:16 Мама",21,,середній;сорт,,,p_21114_1.jpg
01115,Весела компаниF1,115.Весела компаниF,1,,,,,p_01115_1.jpg
01116,Виноградная гроздь   Раннеспелый гибрид от всходов до первого сбора 42 - 45 дней формирующий пучковую завязь плодов,116. Виноградная гроздь Раннеспелый гибрид от всходов до первого сбора 42 - 45 дней формирующий пучковую завязь плодов,1,,ранній;гібрид,,,p_01116_1.jpg
08117,Верныедрузья,"117.Верныедрузья.Ультраскороспелый, пчело-опыляемый гибрид для открытого грунта и пленочных укрытий. Период вегетации 37-39 дней. Салатного и консервного назначения. В пазухе листа закладывается по 2-7 завязей. Каждоерастение дает до 47 овально-цилиндрических плодов, длиной 8-10 см, без горечи, массой 80-115 г. 16:43",8,,гібрид,80-115,,p_08117_1.jpg
01118,Владко,"118. Владко.Среднеспелый, высокоурожайный гибрид с отличными вкусовыми качествами. Используется в свежем виде, для соления и консервации. Вегетационный период от всходов до начала плодоношения – 45-50 дней.Предназначен для выращивания в открытом грунте. 16:47",1,,середній;високоврожайний;гібрид,,,p_01118_1.jpg
01119,Водограй,"119. Водограй. Скороспелый гибрид, созревает на 35 день после появления всходов. Отличается высокой продуктивностью,дружным созреванием плодов, пригодных к засолке и консервированию, устойчивостью растений к засухе и болезням. 16:52",1,,гібрид,,,p_01119_1.jpg
01120,Всем на зависть,"120.Всем на зависть. Высокоурожайный, скороспелый, корнишонный гибрид для открытого грунта и весенних теплиц.В узлах формируется 3-6 и более завязей. Окраска - красивая, ярко-зеленая. Зеленцы - белошипые. М 17:11 Мама",1,,високоврожайний;гібрид,,,p_01120_1.jpg
01121,Гейм,"121. Гейм.Среднеспелый, нежинского сортотипа. Плодоносит на 49 день после появления всходов,длительность плодоношения 31-35 дней. Устойчив против пероноспороза и бактериоза. Высокие консервные и засолочные качества Зеленец удлиненно-овальный, длиной 10-11 см. 17:15",1,,середній;сорт,,,p_01121_1.jpg
