id,title,description_long,category_id,subcategory_id,tags,weight,price,image
19044,золотиста,"photos/photo_383@04-11-2020_10-46-43.jpg

RU: Золотистая.Раннеспелый, высокоурожайный (2-2,5 кг с кв.м) сорт. От массовых всходов до первого сбора 80-85 дней.Плоды округлые, крупные и средние, желто-оранжевые в сетке. Мякоть белая, толстая, нежная, сладкая,высоких вкусовых качеств. Транспортабельность хорошая.",19,,середній;сорт;смачний,140,,p_19044_1.jpg
01047,Волгоградский323,47. Волгоградский,1,,,,,p_01047_1.jpg
19048,РоднічокF1,"photos/photo_157@20-10-2020_00-42-06.jpg

RU: РодничокF1.Раннеспелый, пчелоопыляемый гибрид, в плодоношение вступает на 49-52 день.Засолочный, консервный.
Плоды цилиндрические, среднебугорчатые, длиной 9-10 см. Устойчив к мучнистой росе. Рекомендован для выращивания в открытом грунте и пленочных теплицах.",19,,сорт,,,p_19048_1.jpg
01051,Волгоградский  розовый,"51. Волгоградский розовый. Раннеспелый сорт для выращивания в открытом грунте , вегетационный период 95-105 дней. Плоды округлые ,гладкие, розово малинового окраса, массой 80-100гр, Характеризуется дружным созреванием и хорошей транспортабельностью. 11:02 11:10 51, Волгоградский розовый. Раннеспелый сорт для выращивания в открытом грунте вегетационный период 95-100 дней Характеризуется дружным созреванием и хорошей транспортабельностью. М 12:10 Мама 12:14",1,,ранній;сорт,80-100,,p_01051_1.jpg
21052,Одеський кучерявець,"photos/photo_427@13-12-2020_16-04-35.jpg

RU: Одесский кучерявец.Раннеспелый, высокоурожайный (до 5 кг/кв.м) сорт, богатый витаминами и минеральными солями. Растение формирует курчавые листья, без содержания горечи,. культура холодостойкая.",21,,сорт,,,p_21052_1.jpg
01053,подарунок Молдови,"photos/photo_278@28-10-2020_20-03-01.jpg

RU: Подарок Молдовы.Растение полураскидистое, низкорослое, высотой 35-45 см. Плоды пониклые, конуовидные, длиной 9-10 см, массой 50-80 г, толщина стенок 4-5 мм. Вкусовые качества хорошие. В биологической спелости темно-красного цвета. Устойчив к болезням. Универсального использования.",1,,сорт,,,p_01053_1.jpg
01054,Господар,"54.Господар. Украинский сорт, детерминантного типа слабо облиственный. Плоды красные крупные отличного вкуса. Устойчив к грибковым заболеваниям. 12:44",1,,сорт,,,p_01054_1.jpg
19055,Дар Заволжья,"55.Дар Заволжья . Среднеранний сорт, сроком созревания 110-112 дней, куст низкий, компактный. Плоды красные ,круглые со слабо выраженным кончиком. Дружное созревание , высокая транспортабельность отличают сорт. Потребление в свежем виде , засолке, переработке на томаты,пасты , соки. Сорт очень продуктивен. 12:55",19,,сорт,,,p_19055_1.jpg
01056,Дар Заволжья розовый,"56. Дар Заволжья розовый. Среднеранний сорт ,сроком созревания 110-112 дней , куст низкий, компактный, плоды розовые, круглые со слабо выраженным кончиком, транспортабельные. Используются как в свежем виде, так и в переработанном. Сорт очень продуктивен. 13:01",1,,сорт,,,p_01056_1.jpg
01057,Дар Заволжья,"57. Дар Заволжья. Среднеранний сорт, сроки созревания 110-112 дней, куст низкий, компактный. Плоды круглые, красные со слабо выраженным кончиком. Дружное созревание и высокая транспортабельность отличают сорт. Употребляется в свежем виде и во всех видах переработок. Сорт очень продуктивен. М 13:44 Мама",1,,сорт,,,p_01057_1.jpg
21058,Демидов,"58. Демидов. Сорт относится к раннеспелым имеет характерную темно -зеленую окраску куста, напоминающую куст картофеля. Плоды круглой формы с незначительной ребристостью , интенсивно розового. цвета сорт достаточно устойчив к перепадам температур и влажности. Плоды сладкие очень вкусные и красивые. 13:55",21,,сорт,,,p_21058_1.jpg
01059,вітамінна 6,"photos/photo_318@29-10-2020_22-56-21.jpg

RU: Витаминная 6.Сорт среднеспелый. Период от посева до уборки 80-100 дней, а при выращивании на пучковый товар спелость наступает на 67-75 день. Корнеплод утолщено-цилиндрический, со слабым сбегом к основанию, длиной 15 см,  массой 72-132 г, оранжево-красный.",1,,середній;сорт,200,,p_01059_1.jpg
21060,Дубок,"photos/photo_37@15-10-2020_14-04-00.jpg

RU: Дубок. Раннеспелый сорт (90-95)дней. Куст компактный 40-50см высотой. Плоды красного цвета мякоть сочная, плотная ,сладкая массой 120гр.Устойчив к фитофторозу Урожайность7кг см/2",21,,ранній;сорт,120000,,p_21060_1.jpg
01061,Эфемер F1,61. Эфемер F,1,,,,,p_01061_1.jpg
21062,Иришка,"photos/photo_39@15-10-2020_14-29-53.jpg

RU: Иришка.Ультраранний высокоурожайный сорт с дружным дозреванием плодов. Вегетационный
период от всходов до начала созревания- 87- 92 дня. Плоды ярко красного цвета, без
зеленого пятна у основания, овальной формы, гладкие,средним весом 20- 25 грамм. Сорт характеризируется устойчивостью к фитофторозу. Используют в свежем виде и для
переработки.",21,,високоврожайний;сорт,25,,p_21062_1.jpg
21063,Иришка,"63. Иришка. Ультраранний, высокоуро-жайный сорт с дружным созреванием плодов. Вегетационный период 87-92 дн. Плоды ярко красного цвета овальной формы гладкие весом 25гр и больше . Сорт устойчив к фитофторозу. Используется в свежем виде пригоден для переработки. 15:18 64 Катюша F /1 . Ультраскороспелый гибрид для открытого грунта весенних пленочных теплиц.Созревание плодов через 80 дней после появления всходов с дружной отдачей урожая. Растение детерминантное, высотой 70-80 см. Соцветие простое с 5-6 плодами, массой 100-110 г. Окраска незрелого плода – белая, зрелого – ярко-красная без зеленого пятна у плодоножки. Первое соцветие закладывается над 5-6 листом. Плоды плоско-округлые, плотные, транспортабельные 15:28",21,,сорт;гібрид,100-110,,p_21063_1.jpg
21065,Ефемер F1,"photos/photo_38@15-10-2020_14-25-06.jpg

RU: Эфемер F1. Раннеспелый детерминантный гибрид, максимум высота 70см. Плоды не крупные , но очень вкусные универсальные в использовании. Есть возможность получить два урожая за сезон  благодаря хорошей всхожести семян.",21,,гібрид,110,,p_21065_1.jpg
01066,Кибиц,"66. Кибиц.Сверхранний сорт, от высадки до сбора проходит 68 дней. Растение карликовое с вытянутыми стеблями. Плоды красные, удлиненные, массой60г.Рекомендуются для выращивания в открытом грунте. Используют в свежем виде, для переработки, цельноплодного консервирования. На рассаду высевают в начале марта. М 15:56 Мама",1,,сорт,60,,p_01066_1.jpg
01067,Колхозный,"67. Колхозный. Популярный сорт среднего срока созревания. Растение низкорослое, полураскидистое. Плоды круглые, ровные, красные, массой 110-120г. Вкусовые качества хорошие,урожайность высокая. Пригоден для употребления в свежем виде, консервирования и для переработки. 16:01",1,,сорт,110-120,,p_01067_1.jpg
01068,Кременчуцький,"68. Кременчуцький.Раннеспелый, универсальный, до созревания 95-105 дней. Куст компактный низкий. Плод плоскоокруглый, красный, массой 114-132г, камер 5-",1,,ранній,114-132,,p_01068_1.jpg
01069,Кременчуцький,"69. Кременчуцький. Раннеспелый, универсальный, до созревания 95-105 дней. Куст компактный низкий. Плод плоскоокруглый, красный, массой 114-132г, камер 5-",1,,ранній,114-132,,p_01069_1.jpg
01072,Линда,"72. Линда.Низкорослый сорт, предназначен для выращивания в горшках и балконных ящиках. Также возможно выращивание в открытом грунте. Куст высотой 25 см, много пасынков с большим количеством плодов. Плоды массой 30-40 г, приятные на вкус. Универсального использования. Культура тепло-и светолюбивая. Выращивать рассадой или посевом семян в грунт. 16:25",1,,сорт,30-40,,p_01072_1.jpg
19073,Любимый,"73. Любимый.Среднеспелый сорт для открытого грунта. От всходов до начала созревания- 100- 112 дней. Растение детерминантное, высотой 75 см. Плод красный, округлый или плоскоокруглый, мясистый, сладкий, массой 115- 230 грамм, с высоким содержанием сухих веществ. Универсального использования. Предназначен для употребления в свежемвиде и переработки на томато- продукты. 16:32",19,,середній;сорт,230,,p_19073_1.jpg
01074,Ляна,"photos/photo_52@15-10-2020_16-32-05.jpg

RU: Ляна.Сорт очень ранний, дружно созревающий, высокоурожайный. Плодоношение начинается через 87-93 дня после появления всходов. Растение детерминантное. Плоды округлые, плотные, красные. Масса плода 80-100 г. Вкусовые качества хорошие. Период уборки растянутый. Урожайность в открытом грунте 4,5-6 кг/кв.м. Плоды пригодны для  транспортировки на дальние расстояния.",1,,високоврожайний;сорт,80000-100000,,p_01074_1.jpg
01075,Чайка,"photos/photo_53@15-10-2020_16-38-06.jpg

RU: Среднеспелый сорт. Растение низкорослое, компактное. Листья прочные, темно-зелёные,
сильно гофрированные. Плоды округлые, ровные, гладкие, без зелёного пятна возле
плодоножки, массой 70-90 г. Плоды отличаются , устойчивостью к растрес-киванию, имеют очень привлекательный внешний вид и хорошие вкусовые качества",1,,середній;сорт,70-90,,p_01075_1.jpg
01076,Чайка,"76. Чайка.Среднеспелый сорт. Растение низкорослое, компактное. Листья прочные, темно-зелёные, сильно гофрированные. Плоды округлые, ровные, гладкие, без зелёного пятна возле плодоножки, массой 70-90 г. Плоды отличаются выравненностью, устойчивостью к перезреванию и растрескиванию. 16:49",1,,середній;сорт,70-90,,p_01076_1.jpg
19077,Мобил,"77. Мобил.Среднеранний сорт с вегетационным периодом 115-120 дней, высокоурожайный. Куст компактный, среднерослый. Плоды массой 90-120 г. Вкусовые качества высокие,транспортабельность хорошая. Обладает устойчивость к болезням. Используют для потребления в свежем виде,изготовления томатного сока, пасты, пюре. 16:54",19,,високоврожайний;сорт,90-120,,p_19077_1.jpg
01078,Мобил,"78. Мобил.Среднеранний сорт с вегетационным периодом 115-120 дней, высокоурожайный. Куст компактный, среднерослый. Плоды гладкие, массой 90-120 г. Вкусовые качества высокие, транспортабельность хорошая. Обладает устойчивость к болезням. Используют для потребления в свежем виде 16:54",1,,високоврожайний;сорт,90-120,,p_01078_1.jpg
01079,новинка Придністров'я,"photos/photo_58@15-10-2020_17-04-34.jpg

RU: Новинка Приднестровья.Средне - спелый универсальный сорт открытого грунта . От всходов до первого сбора 120-135 дней (период плодоношения 55-68 дней). Урожайность высокая, с дружным созреванием урожая. Растение компактное,средне ветвистое, высотой 40-80см. Плод удлиненно-сливовидный, мясистый, гладкий с гранями, красный, 2-3 гнездный, массой 60 г, отличного вкуса",1,,сорт,60,,p_01079_1.jpg
19080,Новичок,"80. Новичок.Среднеранний сорт универсальный для открытого грунта используется в свежем виде, цельно плодного консервирования и приготовления томато- продуктов. От всходов до созревания 110-127 дней. Плоды дружно созревают. В кисти 5-6плодов. Плод сливо видный, массой 70-150 г, отличаются высокими вкусовыми и товарными качествами 17:23 81 Новичок. .Среднеранний сорт универсальный для открытого грунта используется в свежем виде,цельно плодного консервирования и приготовления томато- продуктов. От всходов до созревания 110-127 дней. Плоды дружно созревают. В кисти 5-6плодов. Плод сливо видный, массой 70-150 г, отличаются высокими вкусовыми и товарными качествами 17:28 82 Нота.Сорт скороспелый, дружное созревание плодов начинается через 103-106 дней после появления всходов.Растение низкорослое. Плоды округлые, плотные, гладкие,красные, массой 95-110 г. Вкусовые качества хорошие.Транспортабельные. Ценится за хорошую завязываемость плодов при неблагоприятных условиях. 17:36",19,,сорт,70-150,,p_19080_1.jpg
01083,Самий ранній,"photos/photo_69@15-10-2020_19-15-48.jpg

RU: Самый ранний.Супер -скороспелый сорт. Растение высотой до 60 см, сильное, хорошо облиственное.
Плоды круглые и плоско-округлые, весом 120-150г, хороших вкусовых качеств, стойкие крастрескиванию. Сорт также устойчив к пониженным температурам. Рекомендуется для выращивания в открытом грунте и пленочных укрытиях.",1,,,,,p_01083_1.jpg
01084,Ранний 83,84. Ранний,1,,,,,p_01084_1.jpg
19085,Ріо-Гранде,"photos/photo_64@15-10-2020_18-15-21.jpg

RU: Рио-Гранде. Раннеспелый, среднерослый сорт. Плоды плотные, красные, удлиненной формы, хороши в лежке, транспортабельные. Масса 80-100 г. Пригодны для потребления в свежем виде,консервирования, изготовления томатопродуктов, засолки",19,,ранній;сорт,80-100,,p_19085_1.jpg
21086,Сан-Марцано,"photos/photo_65@15-10-2020_18-29-34.jpg

RU: Сан-марцано.Среднеранний сорт. Период вегетации от всходов до технической спелости 110-115 дней. Растение низкорослое, высотой 40-60см. Плоды интенсивно-красного цвета, удлиненно-цилиндрической
формы, мясистые, массой 100-130г, хороших вкусовых качеств",21,,сорт,100-130,,p_21086_1.jpg
01087,Ріо-Фуего,"photos/photo_66@15-10-2020_18-37-45.jpg

RU: Рио- Фуего.Раннеспелый сорт, от всходов до созревания – 110-115 дней. Предназначен для выращивания в открытом грунте и в пленочных теплицах. Плоды овально-округлые,красные, массой 100-110 г, плотные, с высоким содержанием сухих веществ. Устойчив к фузариозу,   альтернариозу, Пригоден для потребления в свежем виде, засолки и консервировании",1,,ранній;сорт,100-110,,p_01087_1.jpg
01088,медовий аромат,"photos/photo_390@04-11-2020_11-19-56.jpg

RU: Медовый аромат.Средне-ранний сорт голландской селекции. Растение средней силы роста. Плоды округлые с сетчатой кожурой, желто-коричневой окраски привлекательного внешнего вида, массой 1-1,2 кг. Мякоть сочная, нежная, оранжевого цвета, с сильным ароматом. Вкусовые качества отличные.",1,,сорт,60-70,,p_01088_1.jpg
21089,Рома VFN,"89. Рома VFN. Среднеранний детерминантный сорт. Вегетационный период от высадки рассады 75-80 дней.Плоды грушевидной формы массой 70 гр. интенсивно красного цвета,транспортабельные. Вкусовые качества высокие. 19:15",21,,сорт,70,,p_21089_1.jpg
01090,Самый ранний,"90. Самый ранний.Супер -скороспелый сорт. Растение высотой до 60 см, сильное, хорошо облиственное. Плоды круглые и плоско-округлые, весом 120-150г, хороших вкусовых качеств, стойкие крастрескиванию. Сорт также устойчив к пониженным температурам. Рекомендуется для выращивания в открытом грунте и пленочных укрытиях. 19:21",1,,сорт,120-150,,p_01090_1.jpg
01091,Санька,"photos/photo_71@15-10-2020_19-27-10.jpg

RU: Санька. Сорт сверх ранний(85-90дней), высокоурожайный. Плоды красные,плотные, массой120-150гр без зеленого пятна у плодоножки отличный вкус и лежкость. Используется в свежем виде и во всех видах переработок.",1,,високоврожайний;сорт,120-150,,p_01091_1.jpg
01092,Санька,"92. Санька. Сорт сверх ранний(85-90дней), высокоурожайный. Плоды красные,плотные, массой120-150гр без зеленого пятна у плодоножки отличный вкус и лежкость. Используется в свежем виде и во всех видах переработок. М 19:49 Мама",1,,високоврожайний;сорт,120-150,,p_01092_1.jpg
01093,18 днів,"photos/photo_249@27-10-2020_20-03-09.jpg

RU: 18 дней.Самый известный и широко используемый из всех полудлинных редисов. Очень скороспелый,созревает за 18 дней. Красивые корнеплоды имеют неострую, сочную мякоть. Предназна- чен для выращивания в открытом грунте и под плёночными укрытиями.",1,,,,,p_01093_1.jpg
01094,супер Стрейн,"photos/photo_73@15-10-2020_20-00-26.jpg

RU: Супер стрейн. Сорт голландской селекции очень ранний ,куст компактный не нуждается в пасынковании. Плоды округло удлиненные с ярко красным окрасом весом 90-140гр, прекрасен в свежем виде и в соусах так как сруктура мякоти плотная и нежная..",1,,сорт,90-140,,p_01094_1.jpg
19095,ред барон,"photos/photo_302@29-10-2020_21-32-41.jpg

RU: Ред барон.Несмотря на относительную раннеспелость, прекрасно сохраняется. Луковицы среднего размера, массой 50-120 г, плотные, привлекательного красного цвета, который остается на луковице и не «окрашивает» ни нож, ни компоненты салата. Обладает прекрасными вкусовыми качествами.",19,,,90-150,,p_19095_1.jpg
01096,факел,"photos/photo_76@15-10-2020_21-31-39.jpg

RU: Факел. Среднеспелый сорт,плоды созревают на 112-127 день после появления всходов. Растение компактное 33-56 см. Плоды округлые,красные,сладкие массой 60-90 гр. Вкусовые качества хорошие. Сорт ценится за высокую урожайность и дружное созревание. Используется для потребления в свежем виде,изготовлении соков, пасты а также для засолки",1,,середній;сорт,60-90,,p_01096_1.jpg
01097,Факел,"97. Факел. Среднеспелый сорт,плоды созревают на 112-127 день после появления всходов. Растение компактное 33-56 см. Плоды округлые,красные,сладкие массой 60-90 гр. Вкусовые качества хорошие. Сорт ценится за высокую урожайность и дружное созревание. Используется для потребления в свежем виде,изготовлении соков, пасты а также для засолки М 21:59 Мама",1,,середній;сорт,60-90,,p_01097_1.jpg
01098,Долгохранящийся,"98. Долгохранящийся. Среднепоздний сорт ,среднерослый пригоден для выращивания в открытом грунте , влаго- устойчив не боится перепадов температур. Плоды плотные ,округло плоские, с плотной кожурой масса плода достигает от 120до 300гр ,окрас плода алый с оранжевым отливом.Собранные в октябре плоды могут хранится до нового года и более. 22:04",1,,сорт,300,,p_01098_1.jpg
19099,Президент,"photos/photo_78@15-10-2020_22-04-23.jpg

RU: Президент.Ранний,высокоурожайный гибрид. Созревает через 68-70 дней после высадки рассады.Растение мощное. Плоды плоскоокруглые, массой 200-220 г, плотные,транспортабельные, отличных вкусовых качеств. Предназначены для потребления в
свежем виде и переработки, особенно вкусно на томатный сок.",19,,високоврожайний;гібрид,200-220,,p_19099_1.jpg
33100,Бедуин,"100. Бедуин. Средне-спелый высокорослый индетерминантного типа,салатно -консервный сорт. Плоды грушевидной формы,весом от 90 до 110гр.Окраска зрелого плода буровато -коричневая. Очень вкусный сорт. VG 22:35 Vladimir Gogunsky 🙂 М 22:36 Мама Ага 100 VG 22:37 Vladimir Gogunsky 👍 М 22:37 Мама Завтра начну огурцы. 22:39 Все отдыхаю . Пока ,пока. VG 22:44 Vladimir Gogunsky Спокойной ночи М 22:47 Мама И вам спокойной ночи. 17 October 2020 М 09:36 Мама",33,,сорт;смачний,110,,p_33100_1.jpg
01101,Аист,"101. Аист. Среднеспелый сорт. Длинна основного стебля 2,20-2,.50 м. Разветвленность умеренная,длинна зеленца 12-15с . зеленец темно-зеленый со слабо выраженными светлыми полосками пчело-,опыляемый, хрустящий , без горечи. М 10:01 Мама",1,,середній;сорт,,,p_01101_1.jpg
01102,Алексеич F1,"photos/photo_81@17-10-2020_10-01-34.jpg

RU: Алексеич F1. Раннеспелый партенокарпический гибрид огурца с женским типом цветения. Период от всходов до сбора первого урожая составляет 37-43 дня. Растение среднерослое, завязь групповая. Зеленец имеет очень
привлекательный вид, слабо - бугорчатый, массой 60-75г, длиной 7-8см. Плоды без горечи, вкусовые качества высокие.",1,,,,,p_01102_1.jpg
01103,Аладин F1,103.Аладин F,1,,,,,p_01103_1.jpg
01104,Амур F1,"photos/photo_83@17-10-2020_14-21-57.jpg

RU: Амур F1.Суперраний гибрид с мощным габитусом для выращивания в открытом грунте, пленочных стеклянных теплицах. В одном узле формируется 10 и больше выровненных цилиндрических плодов. Плоды насыщенного зеленого цвета с мелкими, частыми шипами, тонкой кожицей, без потери транспортабельности и лежкости.",1,,,,,p_01104_1.jpg
01106,Анулька F1,"photos/photo_85@17-10-2020_14-36-52.jpg

RU: Анулька F1.Раннеспелый гибрид корнишонного типа. Плоды выровненные, без горечи, исключительно хороши для консервирования и засола. Вкус свежих и консервированных плодов отличный.",1,,,,,p_01106_1.jpg
01107,Астерикс F1,107.Астерикс F,1,,,,,p_01107_1.jpg
01108,Атлантис F1,108.Атлантис F,1,,,,,p_01108_1.jpg
01109,Аякс F1,"photos/photo_88@17-10-2020_14-56-08.jpg

RU: Аякс F1.Раннеспелый, высокоурожайный гибрид голландской селекции с преимущественно женским типом цветения.Выращивают в открытом грунте и в пленочных тонеллях. От всходов до начала созревания 45-50 дней. Зеленец длиной 8 см и массой 90 г, цилиндрической формы. Засолочный, консервный. Вкусовые качества высокие.",1,,,,,p_01109_1.jpg
01110,Береговой,"110. Береговой.Среднеранний пчело- опыляемый сорт открытого грунта. Предназначен для засола и консервирования. Вплодоношение вступает на 47-51 день от всходов. Длина главного стебля 1,6-2,3 м. Плод длиной 10-12 см,диаметром 3-4 см, массой около 100 г, отличного вкуса. Сорт устойчив к ложной мучнистой росе. 15:09",1,,сорт,100,,p_01110_1.jpg
21111,Білий ангел,"photos/photo_90@17-10-2020_15-09-40.jpg

RU: Белый ангел.Среднеранний гибрид. Вегетационный период от всходов до массового плодоношения 50-55 дней. Плоды крупные, кремово-белой окраски, удлиненно-овальной формы, длиной 18-20см, хороших вкусовых качеств.Гибрид отличается необыкновенным цветом плодов.",21,,гібрид,,,p_21111_1.jpg
01112,БригадныйF1,112. БригадныйF,1,,,,,p_01112_1.jpg
01113,Беляевский,"113.Беляевский.Создан для выращивания в закрытом грунте, в частности в весенний и весенне- летний периоды в пленочных теплицах. Кроме того, его можно эффективновыращивать в открытом грунте с использованием общепринятых технологий. Плодам этого гибрида присущи высокие товарные качества. 15:52",1,,гібрид,,,p_01113_1.jpg
21114,бочковий,"photos/photo_93@17-10-2020_15-52-42.jpg

RU: Бочковий.Среднеспелый (53-57 дней), пчелоопыляемый сорт для открытого грунта. Растение сильнорослое,плетистое, со смешанным цветением. Зеленцы крупнобугорчатые, ярко-зелёные с восковым налётом,длиной 11-13 см, плотные, хрустящие.",21,,середній;сорт,,,p_21114_1.jpg
01115,Весела компаниF1,115.Весела компаниF,1,,,,,p_01115_1.jpg
01116,Мікадо,"Мікадо Сер/стиг., 1,5-2,5м, округл., рож.-малин., 300-600г, не розтріск., стійк",1,,ранній;гібрид,,,p_01116_1.jpg
08117,Верныедрузья,"117.Верныедрузья.Ультраскороспелый, пчело-опыляемый гибрид для открытого грунта и пленочных укрытий. Период вегетации 37-39 дней. Салатного и консервного назначения. В пазухе листа закладывается по 2-7 завязей. Каждоерастение дает до 47 овально-цилиндрических плодов, длиной 8-10 см, без горечи, массой 80-115 г. 16:43",8,,гібрид,80-115,,p_08117_1.jpg
01118,Владко,"photos/photo_97@17-10-2020_16-43-44.jpg

RU: Владко.Среднеспелый, высокоурожайный гибрид с отличными вкусовыми качествами. Используется в свежем виде,
для соления и консервации. Вегетационный период от всходов до начала плодоношения – 45-50 дней.Предназначен для выращивания в открытом грунте.",1,,середній;високоврожайний;гібрид,,,p_01118_1.jpg
01119,Водограй,"photos/photo_98@17-10-2020_16-47-28.jpg

RU: Водограй. Скороспелый гибрид, созревает на 35 день после появления всходов. Отличается высокой продуктивностью,дружным созреванием плодов, пригодных к засолке и консервированию, устойчивостью растений к засухе и болезням.",1,,гібрид,,,p_01119_1.jpg
01120,Перцевидний оранжевий,"Перцевидний оранжевий Ран., до 1,5м, 100-150г, китиці по 5-7 шт, м`ясист.,солод.,стійк.",1,,високоврожайний;гібрид,,,p_01120_1.jpg
01121,Гейм,"photos/photo_100@17-10-2020_17-11-21.jpg

RU: Гейм.Среднеспелый, нежинского сортотипа. Плодоносит на 49 день после появления всходов,длительность
плодоношения 31-35 дней. Устойчив против пероноспороза и бактериоза. Высокие консервные и засолочные качества Зеленец удлиненно-овальный, длиной 10-11 см.",1,,середній;сорт,,,p_01121_1.jpg
01122,Гирлянда F1,122.Гирлянда F,1,,,,,p_01122_1.jpg
01123,ГекторF1,"photos/photo_102@17-10-2020_17-28-59.jpg

RU: ГекторF1.Сверхранний кустовой гибрид огурца с преимущественно женским типом цветения. Дает высокий и дружный урожай. Хорошо переносит загущение. Плоды однородные, крупнобугорчатые, белошипые цилиндрические,равномерного темно-зеленого цвета, не желтеют.",1,,,,,p_01123_1.jpg
01125,Голубчик F1,"photos/photo_104@17-10-2020_17-49-49.jpg

RU: Голубчик F1.Раннеспелый гибрид (42-45 дней), преимущественно жнско- го  типа цветения,  пчело-опыляемый, корнишон. Зеленец овально-цилиндрический длиной 9-12 см и диаметром 3,5-4,5 см, без горечи. Дружно формирует урожай. Пригоден для потребления в свежем виде,засолки  ,консервирования.",1,,,,,p_01125_1.jpg
01126,Далекосхідний 27,"photos/photo_105@17-10-2020_17-59-36.jpg

RU: Дальневосточный 27.Сорт среднеспелый, доспевает за 40-45 дней. Длинноплетистый. Плод эллипсовидный, бугорчатый,
черношипый, длиной 11-15см, массой 100-200г, без горечи. Урожайность 1-3кг/м. Предназначен для открытого грунта, пчело-опыляемый, засолочный, засухоустойчивый.",1,,,,,p_01126_1.jpg
01127,Джерело,"photos/photo_106@17-10-2020_18-06-41.jpg

RU: Джерело.Раннеспелый, до начала плодоношения 40-45 дней. Сорт относительно холодоустойчивый. Зеленец удлиненноовальный, длиной около 11 см, диаметром 4 см, массой 70-80 г, поверхность бугорчатая с четкими
полосками до половины длины. Вкус свежих, консервированных изасоленных плодов отличный. Урожайность высокая.",1,,ранній;сорт;стійкий,70-80,,p_01127_1.jpg
